Index,Term,Chi-square,IDF
530,心,0.0008427439743805831,6.89736818609565
531,凸起,0.0008427439743805831,6.89736818609565
532,颗粒,0.0008427439743805831,6.89736818609565
533,锁骨,0.0008427439743805831,6.89736818609565
534,使劲,0.0008427439743805831,6.89736818609565
535,先天性,0.0008427439743805831,6.89736818609565
536,感到,0.0008427439743805831,6.89736818609565
537,双侧,0.0008427439743805831,6.89736818609565
538,醒来,0.0008427439743805831,6.89736818609565
539,远视,0.0008427439743805831,6.89736818609565
540,整天,0.0008427439743805831,6.89736818609565
541,隐形眼镜,0.0008427439743805831,6.89736818609565
542,增长,0.0008427439743805831,6.89736818609565
543,鼻咽,0.0008427439743805831,6.89736818609565
544,异物,0.0008427439743805831,6.89736818609565
545,想到,0.0008427439743805831,6.89736818609565
546,四岁,0.0008427439743805831,6.89736818609565
547,坏,0.0008427439743805831,6.89736818609565
548,肩,0.0008427439743805831,7.590515366655596
549,断裂,0.0008427439743805831,6.89736818609565
550,手臂,0.0008427439743805831,6.89736818609565
551,昨天早上,0.0008427439743805831,6.89736818609565
552,跳动,0.0008427439743805831,6.89736818609565
553,精神病,0.0008427439743805831,6.89736818609565
554,疮,0.0008427439743805831,6.89736818609565
555,十岁,0.0008427439743805831,6.89736818609565
556,麻,0.0008427439743805831,6.89736818609565
557,没精神,0.0008427439743805831,7.079689742889605
558,感,0.0008427439743805831,6.89736818609565
559,鼻窦炎,0.0008427439743805831,6.89736818609565
560,阿莫西林,0.0008427439743805831,6.89736818609565
561,跑,0.0008427439743805831,6.89736818609565
562,想要,0.0008427439743805831,6.89736818609565
563,喂养困难,0.0008427439743805831,8.689127655323706
564,六个月,0.0008427439743805831,6.89736818609565
565,肌腱,0.0008427439743805831,6.89736818609565
566,隔,0.0008427439743805831,6.89736818609565
567,增强,0.0008427439743805831,6.89736818609565
568,少,0.0008427439743805831,6.89736818609565
569,充血,0.0008427439743805831,6.89736818609565
570,冷,0.0008427439743805831,6.89736818609565
571,五天,0.0008427439743805831,6.89736818609565
572,输液,0.0008427439743805831,6.89736818609565
573,两颗,0.0008427439743805831,6.89736818609565
574,狂犬,0.0008427439743805831,6.89736818609565
575,手脚凉,0.0008427439743805831,8.689127655323706
576,一阵阵,0.0008427439743805831,6.89736818609565
577,分钟,0.0008427439743805831,6.89736818609565
578,退烧,0.0008427439743805831,6.89736818609565
579,两侧,0.0008427439743805831,6.89736818609565
580,我会,0.0008427439743805831,6.89736818609565
581,差,0.0008427439743805831,6.89736818609565
582,一到,0.0008427439743805831,6.89736818609565
583,两岁,0.0008427439743805831,6.89736818609565
584,处,0.0008047130353576999,5.79875589742754
585,乳头,0.0007944729185620221,6.124178297862168
586,项目,0.0007588532883642496,6.491903077987486
587,一颗,0.0007588532883642496,6.491903077987486
